"filename", "language", "TypeScript", "JSON", "Ignore", "YAML", "Markdown", "XML", "TOML", "HTML", "PostCSS", "JSON with Comments", "JavaScript", "Diff", "Svelte", "comment", "blank", "total"
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/constants/index.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 58
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/factories/web-contents-factory.ts", "TypeScript", 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 45, 267
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/generated/ipc-registration.ts", "TypeScript", 570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 22, 619
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/generated/preload-services.ts", "TypeScript", 782, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 796
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/index.ts", "TypeScript", 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 31, 189
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/mixins/web-contents-mixins.ts", "TypeScript", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 15, 133
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/plugin-manager/hook-manager.ts", "TypeScript", 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 33, 207
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/plugin-manager/index.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 12, 75
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/plugin-manager/plugin-api.ts", "TypeScript", 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 49, 344
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/plugin-manager/plugin-loader.ts", "TypeScript", 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 69, 413
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/plugin-manager/plugin-registry.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 16, 100
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/plugin-manager/provider-plugin-helper.ts", "TypeScript", 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 22, 246
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/plugin-manager/sandbox.ts", "TypeScript", 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 44, 306
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/plugin-manager/types.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 20, 90
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/server/citations-processor.ts", "TypeScript", 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44, 222
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/server/claude-code-processor.ts", "TypeScript", 655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 132, 949
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/server/router.ts", "TypeScript", 1483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 172, 1759
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/server/utils.ts", "TypeScript", 535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 84, 738
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/ai-application-service/index.ts", "TypeScript", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26, 171
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/app-service/index.ts", "TypeScript", 425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 79, 598
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/app-service/user-data-manager.ts", "TypeScript", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 22, 136
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/attachments-sevice/index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/broadcast-service/index.ts", "TypeScript", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 101
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/chat-messages-service/index.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/chat-parameters-service/index.ts", "TypeScript", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 28, 162
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/code-agent-service/index.ts", "TypeScript", 435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41, 481
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/data-service/index.ts", "TypeScript", 317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 70, 478
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/data-service/legacy-import.ts", "TypeScript", 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 91, 755
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/deep-link-service/index.ts", "TypeScript", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 23, 165
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/external-link-service/index.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/ghost-window-service/index.ts", "TypeScript", 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 37, 209
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/index.ts", "TypeScript", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 78
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/mcp-service/index.ts", "TypeScript", 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 38, 250
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/notification-service/index.ts", "TypeScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 81
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/plugin-service.ts", "TypeScript", 406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 94, 617
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/provider-service/index.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/registry-service.ts", "TypeScript", 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 61, 391
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/settings-service/general-settings-service.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 29
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/settings-service/index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/shortcut-service/actions-handler.ts", "TypeScript", 348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 43, 393
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/shortcut-service/engine.ts", "TypeScript", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 46, 253
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/shortcut-service/index.ts", "TypeScript", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 71
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/sso-service/index.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 11, 96
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/README.md", "Markdown", 0, 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 241
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/ai-application-storage.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/chat-messages-storage.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/chat-parameters-storage.ts", "TypeScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 60
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/code-agent/claude-code-storage.ts", "TypeScript", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 170
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/code-agent/code-agent-storage.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 51
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/code-agent/index.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/general-settings-storage.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 41
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/index.ts", "TypeScript", 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 41, 235
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/migration-utils.ts", "TypeScript", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 129
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/provider-storage.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 45
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/session-storage.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/tab-storage.ts", "TypeScript", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 24, 178
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/theme-storage.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 47
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/storage-service/thread-storage.ts", "TypeScript", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 35, 271
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/tab-service/index.ts", "TypeScript", 929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 193, 1246
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/thread-service/index.ts", "TypeScript", 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 25, 212
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/tray-service/index.ts", "TypeScript", 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 28, 230
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/updater-service/index.ts", "TypeScript", 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 42, 254
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/services/window-service/index.ts", "TypeScript", 673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 132, 876
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/utils/index.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/utils/network-interceptor.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 26
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/utils/temp-storage.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 69
"/home/ai/code/buss/302-AI-Studio-SV/electron/main/utils/user-agent.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/home/ai/code/buss/302-AI-Studio-SV/electron/preload/index.ts", "TypeScript", 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 272
"/home/ai/code/buss/302-AI-Studio-SV/eslint.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 1, 78
"/home/ai/code/buss/302-AI-Studio-SV/forge.config.ts", "TypeScript", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 22, 219
"/home/ai/code/buss/302-AI-Studio-SV/forge.env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/ai/code/buss/302-AI-Studio-SV/messages/en.json", "JSON", 0, 1250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1251
"/home/ai/code/buss/302-AI-Studio-SV/messages/zh.json", "JSON", 0, 1250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1251
"/home/ai/code/buss/302-AI-Studio-SV/mise.toml", "TOML", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/ai/code/buss/302-AI-Studio-SV/package.json", "JSON", 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 223
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-registry/CONTRIBUTING.md", "Markdown", 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 201
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-registry/README.md", "Markdown", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 122
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-registry/SUBMISSION_GUIDE.md", "Markdown", 0, 0, 0, 0, 293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 393
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-registry/package.json", "JSON", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-registry/registry.json", "JSON", 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 133
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-registry/schema.json", "JSON", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 185
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-registry/scripts/add-plugin.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 16, 32, 151
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-registry/scripts/validate.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 279, 0, 0, 38, 45, 362
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-sdk/README.md", "Markdown", 0, 0, 0, 0, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 407
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-sdk/package.json", "JSON", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 58
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-sdk/src/api.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 35, 158
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-sdk/src/base-provider-plugin.ts", "TypeScript", 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 44, 375
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-sdk/src/hooks.ts", "TypeScript", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 51, 231
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-sdk/src/index.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 12, 106
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-sdk/src/metadata.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 29, 114
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-sdk/src/provider.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 27, 164
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-sdk/src/shared.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 16, 143
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-sdk/src/ui.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 27, 109
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-sdk/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 1, 23
"/home/ai/code/buss/302-AI-Studio-SV/packages/plugin-sdk/tsup.config.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/home/ai/code/buss/302-AI-Studio-SV/patches/@electron__notarize@3.1.0.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 1, 22
"/home/ai/code/buss/302-AI-Studio-SV/patches/@sveltejs__kit.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 6, 27
"/home/ai/code/buss/302-AI-Studio-SV/playwright.config.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/home/ai/code/buss/302-AI-Studio-SV/pnpm-lock.yaml", "YAML", 0, 0, 0, 10584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2938, 13522
"/home/ai/code/buss/302-AI-Studio-SV/pnpm-workspace.yaml", "YAML", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/ai/code/buss/302-AI-Studio-SV/project.inlang/settings.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/home/ai/code/buss/302-AI-Studio-SV/scripts/generate-ipc.ts", "TypeScript", 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 25, 150
"/home/ai/code/buss/302-AI-Studio-SV/scripts/release.ts", "TypeScript", 485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 81, 605
"/home/ai/code/buss/302-AI-Studio-SV/src/app.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 191, 0, 0, 0, 0, 3, 45, 239
"/home/ai/code/buss/302-AI-Studio-SV/src/app.d.ts", "TypeScript", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 106
"/home/ai/code/buss/302-AI-Studio-SV/src/app.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 9, 91
"/home/ai/code/buss/302-AI-Studio-SV/src/hooks.client.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/ai/code/buss/302-AI-Studio-SV/src/lib/api/302-mcp-servers.ts", "TypeScript", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 11, 98
"/home/ai/code/buss/302-AI-Studio-SV/src/lib/api/changelog.ts", "TypeScript", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 15, 110
"/home/ai/code/buss/302-AI-Studio-SV/src/lib/api/core/_302ai-ky.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"/home/ai/code/buss/302-AI-Studio-SV/src/lib/api/core/code-agent-ky.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 3, 23
